ID,Skills,Projects,Education,Experience,Job_Role,Required_Skills
79078,"Machine Learning, Linux, SQL, Git, Java, Electronics, HTML","Resume Analyzer, Cloud Deployment Project",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79080,"NumPy, Design, SQL, Node.js, Pharmacology, Python, Network Security, Pandas","Fraud Detection System, Healthcare App",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79081,"React, Thermodynamics, CI/CD, Linux, Diagnosis, Ethical Hacking, AWS, Docker","Cloud Deployment Project, Fraud Detection System",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79082,"Thermodynamics, Cryptography, Linux, SQL, Communication, Python, Git, SIEM","Stock Prediction Model, E-commerce Website",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79083,"TensorFlow, APIs, Data Analysis, Visualization, Design, SQL, Communication","Cloud Deployment Project, Resume Analyzer",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79084,"React, APIs, Cryptography, Data Analysis, JavaScript, Visualization, PyTorch, Communication","Cybersecurity Monitoring Tool, Resume Analyzer",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79085,"React, NumPy, CSS, Node.js, Pharmacology, Python, Embedded Systems, AWS","Portfolio Website, Stock Prediction Model",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79088,"Microcontrollers, Cryptography, Communication, Network Security, Ethical Hacking, Docker, Surgery","IoT Smart Home, Cybersecurity Monitoring Tool",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79089,"NumPy, Cryptography, Machine Learning, CSS, Python, Manufacturing, C, Pandas","Resume Analyzer, IoT Smart Home",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79090,"React, CI/CD, NumPy, Patient Care, SQL, Python, Network Security, SIEM","Cloud Deployment Project, Resume Analyzer",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79091,"Data Analysis, Linux, CSS, Node.js, PyTorch, Git, HTML, SolidWorks","Cybersecurity Monitoring Tool, IoT Smart Home",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79092,"Kubernetes, Excel, Linux, Design, Network Security, Electronics, Docker, Pandas","AI Chatbot, Cybersecurity Monitoring Tool",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79094,"Excel, Cryptography, Data Analysis, Ethical Hacking, AWS, HTML, SolidWorks, SIEM","AI Chatbot, Cloud Deployment Project",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79095,"React, Cryptography, JavaScript, Ethical Hacking, HTML, RTOS, Pandas","Resume Analyzer, AI Chatbot",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79096,"Microcontrollers, Cryptography, Data Analysis, SQL, Communication, Java, Docker","Cloud Deployment Project, Cybersecurity Monitoring Tool",D3,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79097,"Thermodynamics, TensorFlow, APIs, Machine Learning, Design, SQL, Java, AWS","Resume Analyzer, Stock Prediction Model",D3,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79098,"Cryptography, Data Analysis, Java, Embedded Systems, Git, Ethical Hacking, SolidWorks, SIEM","Cloud Deployment Project, Resume Analyzer",D3,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79100,"Machine Learning, PyTorch, Pharmacology, Python, Diagnosis, C, HTML, SolidWorks","Healthcare App, AI Chatbot",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79101,"Patient Care, Excel, SQL, Communication, Manufacturing, Diagnosis, Java","Stock Prediction Model, Cybersecurity Monitoring Tool",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79103,"Thermodynamics, React, APIs, JavaScript, Java, HTML, SolidWorks","Cybersecurity Monitoring Tool, IoT Smart Home",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79108,"React, Machine Learning, CSS, Node.js, Manufacturing, RTOS, Pandas","AI Chatbot, Cloud Deployment Project",S2,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79109,"Cryptography, JavaScript, Visualization, Python, Network Security, Git, Docker","Stock Prediction Model, Cloud Deployment Project",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79111,"Data Analysis, CSS, Python, Network Security, AWS, SolidWorks, Surgery, Pandas","IoT Smart Home, AI Chatbot",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79114,"React, Medical Knowledge, Data Analysis, JavaScript, Node.js, RTOS, SIEM","Cybersecurity Monitoring Tool, IoT Smart Home",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79115,"TensorFlow, Deep Learning, Machine Learning, Node.js, Communication, Python, Diagnosis, AWS","Portfolio Website, Healthcare App",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79116,"CI/CD, Kubernetes, Patient Care, Linux, Manufacturing, Embedded Systems, Ethical Hacking, AWS","IoT Smart Home, E-commerce Website",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79120,"TensorFlow, Data Analysis, PyTorch, Python, Network Security, C, HTML, SIEM","IoT Smart Home, Cybersecurity Monitoring Tool",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79123,"React, Cryptography, Data Analysis, Visualization, CSS, Communication","E-commerce Website, Cybersecurity Monitoring Tool",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79124,"React, Medical Knowledge, Patient Care, Node.js, CAD, C, HTML, SolidWorks","AI Chatbot, Stock Prediction Model",S1,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79125,"Thermodynamics, CI/CD, TensorFlow, APIs, Diagnosis, Java, Git","Healthcare App, Stock Prediction Model",S1,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
79126,"NumPy, Patient Care, Machine Learning, Pharmacology, Python, Diagnosis, Electronics, Pandas","Resume Analyzer, Stock Prediction Model",D3,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79129,"Visualization, CSS, Node.js, Communication, Python, Pharmacology, HTML","Resume Analyzer, Portfolio Website",S2,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79130,"NumPy, Excel, Data Analysis, Linux, Visualization, Embedded Systems, Ethical Hacking","E-commerce Website, Stock Prediction Model",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79131,"CI/CD, Excel, Visualization, Node.js, Communication, C, Electronics, AWS","Fraud Detection System, AI Chatbot",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79132,"Kubernetes, Node.js, Manufacturing, C, AWS, Docker, Pandas","Stock Prediction Model, Fraud Detection System",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79133,"NumPy, APIs, Data Analysis, Design, Communication, Python, Pandas","Fraud Detection System, E-commerce Website",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79134,"TensorFlow, Kubernetes, APIs, NumPy, Data Analysis, Java, Surgery, Pandas","Fraud Detection System, Portfolio Website",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79136,"Data Analysis, Linux, Diagnosis, Docker, AWS, HTML","E-commerce Website, Portfolio Website",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79137,"React, Medical Knowledge, Cryptography, Machine Learning, Visualization, Pharmacology, Python, Ethical Hacking","Healthcare App, IoT Smart Home",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79138,"Thermodynamics, CI/CD, Deep Learning, JavaScript, Python, AWS, Docker","AI Chatbot, Cloud Deployment Project",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79140,"CI/CD, Kubernetes, Machine Learning, Communication, Java, C, AWS, Pandas","Healthcare App, Resume Analyzer",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79141,"Medical Knowledge, NumPy, Deep Learning, Machine Learning, PyTorch, Git, Electronics, HTML","Healthcare App, IoT Smart Home",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79142,"CI/CD, Medical Knowledge, Excel, Cryptography, Network Security, Java, AWS, SIEM","Cloud Deployment Project, IoT Smart Home",S1,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79145,"React, Cryptography, Machine Learning, Visualization, Python, SIEM, Docker, Surgery","E-commerce Website, Cloud Deployment Project",S2,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79146,"TensorFlow, Kubernetes, CI/CD, Linux, Visualization, Node.js, SQL, PyTorch","Cloud Deployment Project, IoT Smart Home",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79147,"React, CI/CD, Cryptography, Deep Learning, Network Security, AWS, RTOS, SIEM","Stock Prediction Model, Fraud Detection System",D3,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79148,"Cryptography, Machine Learning, Visualization, Design, SQL, Communication, Python, Git","IoT Smart Home, E-commerce Website",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79150,"CI/CD, NumPy, Cryptography, Data Analysis, Python, Git, Electronics, Docker","Resume Analyzer, E-commerce Website",D3,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79151,"Thermodynamics, TensorFlow, Data Analysis, JavaScript, Deep Learning, CSS, PyTorch, Surgery","Resume Analyzer, Cybersecurity Monitoring Tool",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79152,"CI/CD, Excel, Data Analysis, JavaScript, Communication, Java, Electronics","Resume Analyzer, Healthcare App",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79155,"Excel, Cryptography, PyTorch, Python, Network Security, AWS, RTOS, SIEM","Portfolio Website, Cybersecurity Monitoring Tool",S1,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79156,"Cryptography, Patient Care, Data Analysis, JavaScript, Excel, Visualization, Communication, AWS","Stock Prediction Model, Resume Analyzer",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79157,"TensorFlow, JavaScript, SQL, PyTorch, Network Security, Java, Git, Electronics","Fraud Detection System, Cloud Deployment Project",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
79158,"TensorFlow, APIs, Linux, SQL, Python, Ethical Hacking, SolidWorks, Surgery","Cybersecurity Monitoring Tool, Fraud Detection System",D3,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79159,"CSS, Python, Network Security, SIEM, Embedded Systems, Ethical Hacking, Surgery","Portfolio Website, Fraud Detection System",S1,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79162,"Thermodynamics, Medical Knowledge, CI/CD, Cryptography, Python, Network Security, Java","Healthcare App, Resume Analyzer",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79163,"CI/CD, TensorFlow, Microcontrollers, Excel, Visualization, Communication, RTOS, Pandas","E-commerce Website, Resume Analyzer",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79164,"React, Data Analysis, CSS, Python, Network Security, Git, Surgery, Pandas","IoT Smart Home, Cloud Deployment Project",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79165,"React, NumPy, Data Analysis, CSS, Node.js, Python, Diagnosis","AI Chatbot, Cybersecurity Monitoring Tool",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79168,"Machine Learning, SQL, Node.js, Python, Network Security, CAD, Diagnosis, Pandas","IoT Smart Home, Fraud Detection System",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79170,"Thermodynamics, NumPy, Machine Learning, Data Analysis, Node.js, AWS, HTML","Resume Analyzer, Portfolio Website",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79174,"Thermodynamics, TensorFlow, APIs, Design, SQL, Python, Embedded Systems","E-commerce Website, IoT Smart Home",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79177,"Medical Knowledge, Deep Learning, Data Analysis, Visualization, SQL, Network Security, CAD","Healthcare App, AI Chatbot",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79178,"CI/CD, Kubernetes, SQL, Python, Git, Docker, SolidWorks, SIEM","AI Chatbot, Portfolio Website",S2,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
79180,"NumPy, APIs, Machine Learning, Linux, SolidWorks, Pandas","Cloud Deployment Project, Resume Analyzer",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79182,"Cryptography, Design, Communication, Python, Manufacturing, Java, Ethical Hacking, SIEM","Stock Prediction Model, Portfolio Website",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79183,"CI/CD, Visualization, Manufacturing, Network Security, Java, Ethical Hacking, SIEM","AI Chatbot, Cloud Deployment Project",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79184,"NumPy, Patient Care, Data Analysis, Machine Learning, Network Security, AWS, Docker, SolidWorks","Fraud Detection System, Cybersecurity Monitoring Tool",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79187,"React, TensorFlow, CI/CD, Patient Care, Linux, Git, AWS, Docker","E-commerce Website, IoT Smart Home",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79188,"Microcontrollers, JavaScript, Visualization, CSS, Node.js, Python, RTOS","E-commerce Website, Cloud Deployment Project",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79189,"Kubernetes, Excel, Data Analysis, Visualization, Pharmacology, Network Security, Docker","Cybersecurity Monitoring Tool, E-commerce Website",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79190,"TensorFlow, Microcontrollers, Patient Care, Cryptography, Python, Network Security, C","IoT Smart Home, E-commerce Website",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79191,"CI/CD, NumPy, Machine Learning, CSS, PyTorch, Python, Pandas","Healthcare App, Cybersecurity Monitoring Tool",D3,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79192,"Kubernetes, Machine Learning, JavaScript, CSS, Visualization, SQL, AWS, Docker","E-commerce Website, IoT Smart Home",S2,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79193,"Kubernetes, CSS, Visualization, SQL, PyTorch, Communication, Manufacturing, Surgery","Cloud Deployment Project, E-commerce Website",D3,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79196,"Patient Care, Cryptography, Network Security, Git, Java, CAD, SolidWorks, SIEM","Stock Prediction Model, IoT Smart Home",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79197,"TensorFlow, Excel, Patient Care, Cryptography, Network Security, Diagnosis, Ethical Hacking, SIEM","Cybersecurity Monitoring Tool, Portfolio Website",S1,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79198,"NumPy, Microcontrollers, Machine Learning, Linux, Python, Ethical Hacking, RTOS, Surgery","Fraud Detection System, Healthcare App",S2,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79199,"CI/CD, Kubernetes, Patient Care, Git, Electronics, AWS, Docker, SolidWorks","Cybersecurity Monitoring Tool, Cloud Deployment Project",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79200,"React, Medical Knowledge, Kubernetes, NumPy, Node.js, Diagnosis, HTML, SIEM","Healthcare App, Resume Analyzer",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79201,"React, Linux, CSS, Node.js, Manufacturing, Ethical Hacking, HTML, SIEM","E-commerce Website, Healthcare App",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79202,"Thermodynamics, Kubernetes, NumPy, Excel, Data Analysis, Communication, Python, CAD","Cybersecurity Monitoring Tool, Stock Prediction Model",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79203,"React, NumPy, JavaScript, CSS, SQL, Node.js, Diagnosis","AI Chatbot, IoT Smart Home",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79205,"TensorFlow, NumPy, Ethical Hacking, Python, Electronics, AWS, HTML, Pandas","Stock Prediction Model, Resume Analyzer",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79207,"Kubernetes, Data Analysis, JavaScript, CSS, Design, Node.js, Java, Embedded Systems","Cloud Deployment Project, Fraud Detection System",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
